sentimento,empresa,texto,,,
negative,Delta,"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !",,,
negative,Delta,@JetBlue U say our safety is our highest priority but that doesn't extend 2 our property? This is totally nuts. http://t.co/xZY7pHKFGR,,,
negative,Delta,@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2,,,
negative,Delta,"@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life.",,,
negative,Delta,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp,,,
negative,Delta,"@JetBlue I'd go to Portsmouth, NH to take care of my friend's son while she takes her daughter to Boston for surgery.  #flyingitforward",,,
negative,Delta,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain,,,
negative,Delta,@JetBlue Hawaii! Get me somewhere warm &amp,,,
negative,Delta,".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future",,,
negative,Delta,@JetBlue PR-friendly tweets don't help drive accountability. Hope Mr. Hayes takes note.,,,
negative,Delta,@JetBlue What a great idea! #cometoAustin,,,
negative,Delta,@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp,,,
negative,Delta,"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",,,
negative,Delta,"@JetBlue #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!",,,
negative,Delta,@JetBlue just DMed. thanks so much for addressing this so quickly.,,,
negative,Delta,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,,,
negative,Delta,@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY,,,
negative,Delta,@JetBlue Only wish your ground operation was as expedient as your Twitter response team! Delay just got extended!,,,
negative,Delta,@JetBlue only w/ $70 upgrade. Unsure why she can't just switch someone around. I called 24 hrs in advance for this reason.,,,
negative,Delta,@JetBlue can you DM?,,,
negative,Delta,@JetBlue keeps asking me to enter a valid email address. My info is saved and has worked hundreds of times before,,,
negative,Delta,@JetBlue is the trueblue site broken at the moment?,,,
negative,Delta,@JetBlue Any EMS window seats on 1099 tomorrow?,,,
negative,Delta,@JetBlue Airways Corporation Registers High Short Interest - Wall Street Pulse http://t.co/hXSnv7fbbh,,,
negative,Delta,@JetBlue any chance you will by this summer?,,,
negative,Delta,@JetBlue do you have mint service from NYC to San Diego?,,,
negative,Delta,@JetBlue can't change it. True blue points and I can't get to a phone,,,
negative,Delta,"@JetBlue my mom wanted me to change her seat along with my sister, but their two different reservations and idk",,,
negative,Delta,@JetBlue Aw okay thanks,,,
negative,Delta,@JetBlue I can't pay 30 bucks xD,,,
negative,Delta,@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!,,,
negative,Delta,@JetBlue is it true there's a new A320 livery and a new website...?!,,,
negative,Delta,@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury,,,
negative,Delta,@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.,,,
negative,Delta,@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,,,
negative,Delta,@JetBlue okay. The new screens are laptop-large &amp,,,
negative,Delta,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",,,
negative,Delta,@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,,,
negative,Delta,"@JetBlue yes, but it hurt my feelings to walk by MINT. A fella can dream. #happy4them",,,
negative,Delta,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,,,
negative,Delta,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome.",,,
negative,Delta,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward",,,
negative,Delta,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,,,
negative,Delta,@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A,,,
negative,Delta,@JetBlue lots of people scratching heads and looking at screens ignoring passengers,,,
negative,Delta,@JetBlue I thought the same thing after I sent it,,,
negative,Delta,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??,,,
negative,Delta,"@JetBlue FYI - your android app is set to not be applicable with the Nexus 6 - please fix (its a phone, not a tablet). Cheers!",,,
negative,Delta,@JetBlue order @FARE (3/3),,,
negative,Delta,"@JetBlue our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)",,,
negative,Delta,"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",,,
negative,Delta,@JetBlue Thanks for the FB. message telling me I will have to wait between 1-3 days.  I'm waiting.,,,
negative,Delta,@JetBlue Airways Sees Significant Decline in Short Interest (JBLU) - WKRB News http://t.co/lZFGUTxIYN,,,
negative,Delta,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m",,,
negative,Delta,@JetBlue Thank you for opening the conversation.  I hope you can make it right.,,,
negative,Delta,@JetBlue When I checked yesterday it looked like it did. Did something change?,,,
negative,Delta,@JetBlue Oh no! I thought it did. :(,,,
negative,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,,,
negative,Delta,@JetBlue 1951 BOS to ORD,,,
negative,Delta,@JetBlue thanks. Line moved quick. Already done.,,,
negative,Delta,@JetBlue I do follow you!,,,
negative,Delta,@JetBlue nope. None to be found,,,
negative,Delta,@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,,,
negative,Delta,"@JetBlue I may not make my connection and need to find out my options, yet no one is here.",,,
negative,Delta,@JetBlue nope. Currently sitting at my gate.,,,
negative,Delta,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!,,,
negative,Delta,@JetBlue extra-speed line closed in Tampa. What gives?,,,
negative,Delta,@JetBlue I sent you an email,,,
negative,Delta,@JetBlue thank you :-),,,
negative,Delta,@JetBlue thanks!,,,
negative,Delta,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.",,,
negative,Delta,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",,,
negative,Delta,@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor,,,
negative,Delta,@JetBlue would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,,,
negative,Delta,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",,,
negative,Delta,@JetBlue you respond to my friend @LisaPal but you can't respond directly to me,,,
negative,Delta,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",,,
negative,Delta,@JetBlue The Magic eight ball has never steered me wrong  :),,,
negative,Delta,@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.,,,
negative,Delta,@JetBlue but you guys should know that musicians are very sensitive about the safety of their instruments when flying. For good reason.,,,
negative,Delta,@JetBlue ask @j_beatz247 but I teach marketing at a university and will gladly consult on customer service and how NOT to treat passengers.,,,
negative,Delta,@JetBlue loves to respond to positive tweets but they ignore problems w/ customers. Just ask NOLA musician @j_beatz247 about that. #shameful,,,
negative,Delta,@JetBlue  I'm game if you're buying!!  ,,,
negative,Delta,@JetBlue Will do. Thanks!,,,
negative,Delta,"@JetBlue marks 15th year with new ""Bluemanity"" plane design - Sun Sentinel http://t.co/SjVEelween",,,
negative,Delta,@JetBlue Call was not made by the inflight crew. They in fact asked us why we didn't bring it on.,,,
negative,Delta,@JetBlue last week I bought a plane ticket round trip to FL &amp,,,
negative,Delta,@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E,,,
negative,Delta,@JetBlue are you ever looking for interns ?,,,
negative,Delta,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,,,
negative,Delta,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread,,,
negative,Delta,@JetBlue Only middle seats. SFO -&gt,,,
negative,Delta,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,,,
negative,Delta,@JetBlue Beatriz and Susan. Gate 4 MCO.,,,
negative,Delta,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,,,
negative,Delta,@JetBlue maybe have a supervisor find out why the international checkin at FTL hasn't moved in 20 minutes yet employees picked up 100 pizza,,,
negative,Delta,@JetBlue Third flight in a row for my wife with her TV not working...,,,
negative,Delta,@JetBlue its a wonderful thing!,,,
negative,Delta,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about,,,
negative,Delta,@JetBlue WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO,,,
negative,Delta,@JetBlue Just a thought!,,,
negative,Delta,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :),,,
negative,Delta,@JetBlue I’m getting an “it depends” vibe. Fair enough!,,,
negative,Delta,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,,,
negative,Delta,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!,,,
negative,Delta,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,,,
negative,Delta,@JetBlue to Increase Charter Service to Cuba - #Travel Agent http://t.co/lYQrb4HCYU,,,
negative,Delta,@JetBlue you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional,,,
negative,Delta,@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound,,,
negative,Delta,"@JetBlue you are missing the point. The flight left an hour Late Flight. Why are you allowed to be that Late Flight, and still charge me $50 and 10hrs?",,,
negative,Delta,@JetBlue can I get some more leg room tonight B6 304,,,
negative,Delta,@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian!!and that's the main reason I fly jetblue 😔😓😤,,,
negative,Delta,"It's on me, @JetBlue! That's not what you said last night, though... :(",,,
negative,Delta,@JetBlue @Cinnabon the two of you should team up to serve cinnabons on the flights!!!! #BonsInTheSky,,,
negative,Delta,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,,,
negative,Delta,@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,,,
negative,Delta,@JetBlue thanks,,,
negative,Delta,@JetBlue Celebrates 15-Year Anniversary With New Livery - @CNNMoney http://t.co/p7skxZVe1A,,,
negative,Delta,"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone.",,,
negative,Delta,@JetBlue and the 20min line I stood in to drop my bag off?,,,
negative,Delta,@JetBlue credit to you for replying.  I’ll look forward to hopefully one of those 103 on my flight home tonight :),,,
negative,Delta,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",,,
negative,Delta,"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",,,
negative,Delta,@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,,,
negative,Delta,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,,,
negative,Delta,@JetBlue my son left his iPad on flight 1401 from JFK to FLL on Monday. I called and left message and have no heard back. Seat 25A.,,,
negative,Delta,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,,,
negative,Delta,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,,,
negative,Delta,@JetBlue all taken care of .... Other then the dropped call and the total half hour wait #love #jetblue,,,
negative,Delta,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,,,
negative,Delta,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,,,
negative,Delta,@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM,,,
negative,Delta,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight,,,
negative,Delta,"@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.",,,
negative,Delta,@JetBlue waited for 15 min then got disconnect,,,
negative,Delta,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,,,
negative,Delta,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,,,
negative,Delta,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",,,
negative,Delta,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",,,
negative,Delta,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,,,
negative,Delta,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,,,
negative,Delta,"@JetBlue just a heads up, this page no longer exists http://t.co/NsJWVTTjGo",,,
negative,Delta,@JetBlue deal!,,,
negative,Delta,@JetBlue @drwinston001 I think we'll need a selfie as proof...,,,
negative,Delta,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?,,,
negative,Delta,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",,,
negative,Delta,@JetBlue they say they have no update. I don't work I don't get paid.  Jet blue has my money but no flight. Argh!,,,
negative,Delta,@JetBlue no news here at the gate. What are my options?,,,
negative,Delta,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!,,,
negative,Delta,@JetBlue well I'm glad I got up at 5 am so I can sit in an airport.  No place else I'd rather be (not),,,
negative,Delta,@JetBlue  no ... I am guessing I have to call someone,,,
negative,Delta,@JetBlue why 730 and not 645 as scheduled?,,,
negative,Delta,@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,,,
negative,Delta,@JetBlue why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood,,,
negative,Delta,@JetBlue can I change my flight if I already printed my boarding pass?,,,
negative,Delta,@JetBlue its always a pleasure ☺️,,,
negative,Delta,@JetBlue this is lovely!,,,
negative,Delta,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,,,
negative,Delta,"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",,,
negative,Delta,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP,,,
negative,Delta,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,,,
negative,Delta,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,,,
negative,Delta,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",,,
negative,Delta,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo,,,
negative,Delta,@JetBlue Anywhere warm cause its freezing in NYC,,,
negative,Delta,"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",,,
negative,Delta,"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?",,,
negative,Delta,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,,,
negative,Delta,@JetBlue We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.,,,
negative,Delta,@JetBlue People kept saying it was due to weather but there were flights going directly to boston even after our flight.,,,
negative,Delta,@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,,,
negative,Delta,"@JetBlue disappointed that my flight back to boston from PR was Cancelled Flightled,rebooked 4 the next day,delayed that one too, and no compensation",,,
negative,Delta,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",,,
negative,Delta,@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx,,,
negative,Delta,@JetBlue awe you guys are great can't wait to travel with you again soon!!!,,,
negative,Delta,@JetBlue yes! Announced we will take off. You're on it! Thank you!,,,
negative,Delta,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",,,
negative,Delta,"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.",,,
negative,Delta,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.,,,
negative,Delta,@JetBlue it was at JFK airport right now,,,
negative,Delta,@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.,,,
negative,Delta,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",,,
negative,Delta,"@JetBlue She claimed that she did, but I was not happy with the way I was treated.",,,
negative,Delta,"@JetBlue ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline= #jetblue",,,
negative,Delta,"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk",,,
negative,Delta,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting.",,,
negative,Delta,@JetBlue thank you for help and quick response,,,
negative,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln,,,
negative,Delta,@JetBlue flight 705. EWR to FLL,,,
negative,Delta,@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y,,,
negative,Delta,@JetBlue don't know if u define that as a #ControllableIrregularity,,,
negative,Delta,@JetBlue the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service,,,
negative,Delta,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!",,,
negative,Delta,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,,,
negative,Delta,@Jetblue first airline to use #applepay in flight #airlines,,,
negative,Delta,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp,,,
negative,Delta,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,,,
negative,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Alaska Highway News http://t.co/tynchOeLac,,,
negative,Delta,"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",,,
negative,Delta,@JetBlue bag just delivered and items have been stolen.  At first look - my Kate spade bag and bottle of spiced rum!  Wtf!!,,,
negative,Delta,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",,,
negative,Delta,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,,,
negative,Delta,"@JetBlue flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): http://t.co/n9hmcrJChb",,,
negative,Delta,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),,,
negative,Delta,@JetBlue sent,,,
negative,Delta,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,,,
negative,Delta,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,,,
negative,Delta,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,,,
negative,Delta,@JetBlue bag is supposedly here in Boston,,,
negative,Delta,@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.,,,
negative,Delta,@JetBlue I don't know- no one would tell me where they were coming from - I would guess so as that's where we had all the changes to flights,,,
negative,Delta,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy,,,
negative,Delta,@JetBlue I have the emails that they are on their way,,,
negative,Delta,@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,,,
negative,Delta,@JetBlue offered to pay for tix at the airport BC we were never told that our reservation didn't go through. Was told I could pay $2275 pp.,,,
negative,Delta,@JetBlue right now completely pissed off,,,
negative,Delta,"@JetBlue I've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat",,,
negative,Delta,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,,,
negative,Delta,@JetBlue dispatcher keeps yelling and hung up on me!,,,
negative,Delta,@JetBlue now when I call it's still at the warehouse and might be going out tonight,,,
negative,Delta,@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,,,
negative,Delta,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,,,
negative,Delta,@JetBlue yep it's for tomorrow.,,,
negative,Delta,“@JetBlue: @Analystdoc Unfortunately that's not an available option with our current system. Sorry guys. That's a certain #fail Fix it plz.,,,
negative,Delta,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",,,
negative,Delta,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?",,,
negative,Delta,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",,,
negative,Delta,@JetBlue is definitely my new favorite airline.,,,
negative,Delta,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,,,
negative,Delta,@JetBlue all up to date. Can't update via Google play.,,,
negative,Delta,@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,,,
negative,Delta,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n,,,
negative,Delta,"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",,,
negative,Delta,@JetBlue Thank you for your excellent customer service - resolved issue quickly.,,,
negative,Delta,"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",,,
negative,Delta,@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.,,,
negative,Delta,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2",,,
negative,Delta,@JetBlue tell your employees that!,,,
negative,Delta,"@JetBlue even @Citi responded quicker via Twitter when they #fail.... Still on hold, hoping no one books the flight..... @JetBlue #fail",,,
negative,Delta,@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm,,,
negative,Delta,@JetBlue where exactly can I leave a note,,,
negative,Delta,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,,,
negative,Delta,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold....",,,
negative,Delta,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,,,
negative,Delta,@JetBlue That's great! Thank you.,,,
negative,Delta,@JetBlue they tried to have us towed. Do you think I'll be flying out of your terminal again? Risk of $75 fine from corrupt police official,,,
negative,Delta,@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr,,,
negative,Delta,@JetBlue ticket issued whilst delivering your customers.,,,
negative,Delta,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",,,
negative,Delta,Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.,,,
negative,Delta,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,,,
negative,Delta,@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,,,
negative,Delta,@JetBlue the whole plane. Hoping for better luck on the return flight Sunday.,,,
negative,Delta,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?",,,
negative,Delta,"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75",,,
negative,Delta,@JetBlue the TV. Wifi was spotty. It's just a nice feature for a X country flight. Still won't keep us away #lovejetblue,,,
negative,Delta,@JetBlue so technically I could drive to JFK now and put in. Request for tomorrow's flight?,,,
negative,Delta,@JetBlue why did I pay for extra space to be forced to put my backpack under my seat? Its my only bag. Flight 135. Unprofessional.,,,
negative,Delta,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(,,,
negative,Delta,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,,,
negative,Delta,"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk",,,
negative,Delta,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",,,
negative,Delta,"@JetBlue.  Punta Cana, to enjoy weather n see my wifes family",,,
negative,Delta,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.,,,
negative,Delta,@JetBlue just lost my business   Enjoy your profits,,,
negative,Delta,@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,,,
negative,Delta,@JetBlue - I will for sure. But my TSA-Pre works with other airlines. Why is Jetblue different?,,,
negative,Delta,@JetBlue will call. Thank you!,,,
negative,Delta,"@JetBlue yes, today. Flight is full now. They said no to me at gate :(",,,
negative,Delta,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...,,,
negative,Delta,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲,,,
negative,Delta,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,,,
negative,Delta,@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?,,,
negative,Delta,@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue,,,
negative,Delta,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,,,
negative,Delta,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?,,,
negative,Delta,@JetBlue tried again. Lovely customer service. Thank you!,,,
negative,Delta,@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,,,
negative,Delta,@JetBlue @ProfessorpaUL15 Always happy to help!,,,
negative,Delta,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",,,
negative,Delta,"@JetBlue we are delayed, until he arrives",,,
negative,Delta,@JetBlue @EllaHenderson the highlight of being delayed #freeconcert,,,
negative,Delta,@JetBlue whose performing at T5,,,
negative,Delta,@JetBlue     Is it only $50 for my 2nd bag?  1st bag too full..,,,
